LocationID,zone,borough,latitude,longitude
44,Charleston/Tottenville,Staten Island,40.52549110546785,-74.23353546082052
45,Chinatown,Manhattan,40.712459285136994,-73.99815145865519
46,City Island,Bronx,40.849085690707966,-73.78198762631824
47,Claremont/Bathgate,Bronx,40.84274838600792,-73.90031694602852
48,Clinton East,Manhattan,40.76225259858687,-73.98984489812494
49,Clinton Hill,Brooklyn,40.687967206026975,-73.96236337094902
50,Clinton West,Manhattan,40.76623762332451,-73.99513534858681
51,Co-Op City,Bronx,40.87397243195906,-73.82826339600581
52,Cobble Hill,Brooklyn,40.6866511779156,-73.99672407074303
53,College Point,Queens,40.780911658515755,-73.84281297899702
54,Columbia Street,Brooklyn,40.68720061705318,-74.00291135102258
55,Coney Island,Brooklyn,40.576961310705336,-73.98794360684474
56,Corona,Queens,40.741406719488175,-73.85884527575628
57,Corona,Queens,40.751819339588245,-73.8535815482027
58,Country Club,Bronx,40.84145193921358,-73.8203932847595
59,Crotona Park,Bronx,40.83855027505839,-73.89498592772226
60,Crotona Park East,Bronx,40.83399041103506,-73.88590027069773
61,Crown Heights North,Brooklyn,40.674469714192334,-73.93928693565553
62,Crown Heights South,Brooklyn,40.666540670529315,-73.94878830363868
63,Cypress Hills,Brooklyn,40.68383988904548,-73.87817285854474
64,Douglaston,Queens,40.760614500455986,-73.73933650195845
65,Downtown Brooklyn/MetroTech,Brooklyn,40.69533747220738,-73.98608592282788
66,DUMBO/Vinegar Hill,Brooklyn,40.70225894512564,-73.98570157061832
67,Dyker Heights,Brooklyn,40.6196189778478,-74.01380228070624
68,East Chelsea,Manhattan,40.7484273300986,-73.99991779023728
69,East Concourse/Concourse Village,Bronx,40.83141625187568,-73.91503006977001
70,East Elmhurst,Queens,40.76335208099607,-73.86839538867875
71,East Flatbush/Farragut,Brooklyn,40.6442876673477,-73.93796619973367
72,East Flatbush/Remsen Village,Brooklyn,40.652364445415,-73.92225101477305
73,East Flushing,Queens,40.75410890581649,-73.80729410936029
74,East Harlem North,Manhattan,40.80116912880846,-73.9373456595586
75,East Harlem South,Manhattan,40.79001067629398,-73.94575022751276
76,East New York,Brooklyn,40.660934157913516,-73.87682021500527
77,East New York/Pennsylvania Avenue,Brooklyn,40.666558715822845,-73.89536390861545
78,East Tremont,Bronx,40.84496040702046,-73.88552154399945
79,East Village,Manhattan,40.727620122038296,-73.98593745737395
80,East Williamsburg,Brooklyn,40.71536964922733,-73.9367935879161
81,Eastchester,Bronx,40.880935114970065,-73.83664438963196
82,Elmhurst,Queens,40.73949534354323,-73.8771183310234
83,Elmhurst/Maspeth,Queens,40.73832393052052,-73.89217342295797
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.528685582160755,-74.18767927741463
85,Erasmus,Brooklyn,40.64611615465671,-73.95162326816249
86,Far Rockaway,Queens,40.60243266654381,-73.75524330826842
87,Financial District North,Manhattan,40.706808425516016,-74.00749595416085
88,Financial District South,Manhattan,40.70335788054845,-74.0115150281245
89,Flatbush/Ditmas Park,Brooklyn,40.63789963509721,-73.96096805763649
90,Flatiron,Manhattan,40.742278583312206,-73.99697147759031
91,Flatlands,Brooklyn,40.62627246088452,-73.93009718315575
92,Flushing,Queens,40.7611014398131,-73.82885854846761
93,Flushing Meadows-Corona Park,Queens,40.74067383007372,-73.84086521275654
94,Fordham South,Bronx,40.858155189262895,-73.89953594476775
95,Forest Hills,Queens,40.72143156737173,-73.84766908657137
96,Forest Park/Highland Park,Queens,40.697001507866105,-73.8715612898338
97,Fort Greene,Brooklyn,40.690786583767746,-73.9748820144768
98,Fresh Meadows,Queens,40.73446263709749,-73.77725343413134
99,Freshkills Park,Staten Island,40.57677255023222,-74.18642081572338
100,Garment District,Manhattan,40.75351274051303,-73.98878660966813
101,Glen Oaks,Queens,40.74599312386359,-73.7110254285456
102,Glendale,Queens,40.7035460869547,-73.87573702732386
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68986010346147,-74.04528828347375
104,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867282886,-74.04077078511479
105,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878421555262,-74.01907288309684
106,Gowanus,Brooklyn,40.67351267831398,-73.99064755008082
107,Gramercy,Manhattan,40.73682398302768,-73.98405214924436
108,Gravesend,Brooklyn,40.58840360836442,-73.9814314279712
109,Great Kills,Staten Island,40.55186202510041,-74.15089028926955
110,Great Kills Park,Staten Island,40.54577972821088,-74.12834311100727
111,Green-Wood Cemetery,Brooklyn,40.65213720698318,-73.9902343725197
112,Greenpoint,Brooklyn,40.72950616875672,-73.94954001249944
113,Greenwich Village North,Manhattan,40.732579026253674,-73.9943047162786
114,Greenwich Village South,Manhattan,40.72834036831643,-73.9973801630823
115,Grymes Hill/Clifton,Staten Island,40.61797101224406,-74.0878388464394
116,Hamilton Heights,Manhattan,40.82701260635661,-73.94852183123933
117,Hammels/Arverne,Queens,40.59405915427385,-73.78962334973271
118,Heartland Village/Todt Hill,Staten Island,40.58655482658561,-74.13298451453818
119,Highbridge,Bronx,40.837826783716714,-73.92615757846964
120,Highbridge Park,Manhattan,40.8466669452917,-73.9301832301702
121,Hillcrest/Pomonok,Queens,40.72833291964906,-73.80244388409426
122,Hollis,Queens,40.71063914369108,-73.76113689765596
123,Homecrest,Brooklyn,40.59995386265359,-73.96433354731992
124,Howard Beach,Queens,40.6582475138648,-73.8449181204672
125,Hudson Sq,Manhattan,40.72629040399525,-74.0074858070925
126,Hunts Point,Bronx,40.81207420841891,-73.8855370337455
127,Inwood,Manhattan,40.866074893138844,-73.9193084235328
128,Inwood Hill Park,Manhattan,40.872378832666904,-73.92436989163414
129,Jackson Heights,Queens,40.75731177578825,-73.88531729044865
130,Jamaica,Queens,40.70436904839545,-73.79398113023713
131,Jamaica Estates,Queens,40.72065547306544,-73.77610108565929
132,JFK Airport,Queens,40.64698510024821,-73.78652986349012
133,Kensington,Brooklyn,40.640589941044496,-73.97619875860275
134,Kew Gardens,Queens,40.70805097274517,-73.82871239790782
135,Kew Gardens Hills,Queens,40.72837725250497,-73.82119497835454
136,Kingsbridge Heights,Bronx,40.86526406538747,-73.90591127838628
137,Kips Bay,Manhattan,40.74043892115907,-73.97649469938301
138,LaGuardia Airport,Queens,40.774375816732636,-73.873628438902
139,Laurelton,Queens,40.67709753140416,-73.7442347963469
140,Lenox Hill East,Manhattan,40.76548395144242,-73.9547390603464
141,Lenox Hill West,Manhattan,40.76694805479654,-73.95963501136171
142,Lincoln Square East,Manhattan,40.773633196128905,-73.98153235360773
143,Lincoln Square West,Manhattan,40.775965147319646,-73.9876456908124
144,Little Italy/NoLiTa,Manhattan,40.72088884086805,-73.99691858884708
145,Long Island City/Hunters Point,Queens,40.74537934472369,-73.94889156149159
146,Long Island City/Queens Plaza,Queens,40.75424253686729,-73.93482891700025
147,Longwood,Bronx,40.81967568059164,-73.89895654395085
148,Lower East Side,Manhattan,40.718938301131104,-73.99089636602756
149,Madison,Brooklyn,40.6049134658026,-73.94813561950728
150,Manhattan Beach,Brooklyn,40.58047335130059,-73.94362868028261
151,Manhattan Valley,Manhattan,40.79796198028393,-73.96816820440951
152,Manhattanville,Manhattan,40.81797510016546,-73.95378220824486
153,Marble Hill,Manhattan,40.875967791801536,-73.91037864632285
154,Marine Park/Floyd Bennett Field,Brooklyn,40.59357106687244,-73.90259516689072
155,Marine Park/Mill Basin,Brooklyn,40.61459130879868,-73.91527729481503
156,Mariners Harbor,Staten Island,40.63130767438205,-74.16723425044069
157,Maspeth,Queens,40.72399485039648,-73.90233075376986
158,Meatpacking/West Village West,Manhattan,40.7350351831651,-74.00898419902498
159,Melrose South,Bronx,40.81825981956973,-73.91284931725946
160,Middle Village,Queens,40.71833678461975,-73.88005123769709
161,Midtown Center,Manhattan,40.758027981780664,-73.97769803041939
162,Midtown East,Manhattan,40.756687537617346,-73.97235615813489
163,Midtown North,Manhattan,40.7644214387746,-73.97756856896713
164,Midtown South,Manhattan,40.74857453693654,-73.98515644835915
165,Midwood,Brooklyn,40.620923828653744,-73.95682439069601
166,Morningside Heights,Manhattan,40.80945681703888,-73.96176369363279
167,Morrisania/Melrose,Bronx,40.82751259617852,-73.90235207986518
168,Mott Haven/Port Morris,Bronx,40.80734711638027,-73.91682152685682
169,Mount Hope,Bronx,40.849058285066626,-73.90512246226346
170,Murray Hill,Manhattan,40.74774573203895,-73.97849158432054
171,Murray Hill-Queens,Queens,40.76835161995764,-73.80954532050765
172,New Dorp/Midland Beach,Staten Island,40.57176876885639,-74.10501884907058
173,North Corona,Queens,40.75257918636062,-73.86303757637424
174,Norwood,Bronx,40.87713740796544,-73.87902219325525
175,Oakland Gardens,Queens,40.74267113545859,-73.75462177515529
176,Oakwood,Staten Island,40.56199406259295,-74.12258304710812
177,Ocean Hill,Brooklyn,40.676643979648,-73.91363232497895
178,Ocean Parkway South,Brooklyn,40.617314684335554,-73.97032564615044
179,Old Astoria,Queens,40.77157021384615,-73.92833298669993
180,Ozone Park,Queens,40.675595010201214,-73.84704288454616
181,Park Slope,Brooklyn,40.670373980768005,-73.98141430754676
182,Parkchester,Bronx,40.837748625040106,-73.85798693850145
183,Pelham Bay,Bronx,40.849172484756885,-73.83158183808297
184,Pelham Bay Park,Bronx,40.86827511264962,-73.80785826289252
185,Pelham Parkway,Bronx,40.85440494014381,-73.85439389980314
186,Penn Station/Madison Sq West,Manhattan,40.74849716576957,-73.99243754419264
187,Port Richmond,Staten Island,40.62816593004213,-74.14078866147455
188,Prospect-Lefferts Gardens,Brooklyn,40.65874469984108,-73.94744186388097
189,Prospect Heights,Brooklyn,40.67763534192634,-73.96758665136912
190,Prospect Park,Brooklyn,40.661621710598034,-73.9689138001589
191,Queens Village,Queens,40.71545380257635,-73.74153154913715
192,Queensboro Hill,Queens,40.74375187633024,-73.81522924223742
193,Queensbridge/Ravenswood,Queens,40.76031345682181,-73.941997345654
194,Randalls Island,Manhattan,40.79100048638123,-73.92459671825748
195,Red Hook,Brooklyn,40.675548647019355,-74.00917842826674
196,Rego Park,Queens,40.72615524559957,-73.86333836633429
197,Richmond Hill,Queens,40.6945423878432,-73.83092432071815
198,Ridgewood,Queens,40.70652682085338,-73.9017091770337
199,Rikers Island,Bronx,40.791132912174135,-73.88265799878711
200,Riverdale/North Riverdale/Fieldston,Bronx,40.89952838046226,-73.90698753009411
201,Rockaway Park,Queens,40.57798298905335,-73.84345437593673
202,Roosevelt Island,Manhattan,40.761899335777855,-73.94995272044949
203,Rosedale,Queens,40.6578524002613,-73.73947394708196
204,Rossville/Woodrow,Staten Island,40.540333107919224,-74.20782577848769
205,Saint Albans,Queens,40.69120081596648,-73.76314608999355
206,Saint George/New Brighton,Staten Island,40.6389731051429,-74.10231443709439
207,Saint Michaels Cemetery/Woodside,Queens,40.76398556081556,-73.89935257380462
208,Schuylerville/Edgewater Park,Bronx,40.82331779920538,-73.82353890836147
209,Seaport,Manhattan,40.70907271927832,-74.00366448904686
210,Sheepshead Bay,Brooklyn,40.59202360691843,-73.94050725344536
211,SoHo,Manhattan,40.723888072060404,-74.00153759512791
212,Soundview/Bruckner,Bronx,40.82790234607947,-73.86967998064887
213,Soundview/Castle Hill,Bronx,40.817858732890684,-73.8581349352209
214,South Beach/Dongan Hills,Staten Island,40.586786351126605,-74.08551242969601
215,South Jamaica,Queens,40.69442751519797,-73.79096478957263
216,South Ozone Park,Queens,40.67615367273836,-73.8194594633455
217,South Williamsburg,Brooklyn,40.70391646835313,-73.95859683039497
218,Springfield Gardens North,Queens,40.67208987326582,-73.77303557005415
219,Springfield Gardens South,Queens,40.6621855181538,-73.7645050464996
220,Spuyten Duyvil/Kingsbridge,Bronx,40.882403144304526,-73.91066491034807
221,Stapleton,Staten Island,40.61876814401099,-74.07370335971028
222,Starrett City,Brooklyn,40.64752693460751,-73.88241274352464
223,Steinway,Queens,40.77742668296697,-73.9054073938334
224,Stuy Town/Peter Cooper Village,Manhattan,40.73182059189006,-73.97659759721292
225,Stuyvesant Heights,Brooklyn,40.68816808255134,-73.93188776883784
226,Sunnyside,Queens,40.73769793411764,-73.92467277449282
227,Sunset Park East,Brooklyn,40.64188612045834,-74.00465260064145
228,Sunset Park West,Brooklyn,40.65235415076564,-74.0112729089247
229,Sutton Place/Turtle Bay North,Manhattan,40.75672890813223,-73.96514581878095
230,Times Sq/Theatre District,Manhattan,40.759817566309465,-73.98419655675737
231,TriBeCa/Civic Center,Manhattan,40.717772624799224,-74.0078796687525
232,Two Bridges/Seward Park,Manhattan,40.71473247007343,-73.98302469110321
233,UN/Turtle Bay South,Manhattan,40.74991400028384,-73.97044261148469
234,Union Sq,Manhattan,40.74033737258096,-73.9904579133977
235,University Heights/Morris Heights,Bronx,40.85252096967172,-73.91597580806709
236,Upper East Side North,Manhattan,40.78043629001211,-73.95701192571859
237,Upper East Side South,Manhattan,40.76861505664575,-73.96563472764679
238,Upper West Side North,Manhattan,40.79170489453925,-73.9730488247599
239,Upper West Side South,Manhattan,40.78396140232239,-73.97863191501314
240,Van Cortlandt Park,Bronx,40.89459870941774,-73.88197740171728
241,Van Cortlandt Village,Bronx,40.876512149833516,-73.89562019423215
242,Van Nest/Morris Park,Bronx,40.846783165013896,-73.85067120117776
243,Washington Heights North,Manhattan,40.857108002782724,-73.93283170504228
244,Washington Heights South,Manhattan,40.84170843286747,-73.94139929841424
245,West Brighton,Staten Island,40.630049214870475,-74.10286021352394
246,West Chelsea/Hudson Yards,Manhattan,40.75330875946255,-74.00401551098165
247,West Concourse,Bronx,40.82898744957318,-73.9244099256833
248,West Farms/Bronx River,Bronx,40.834165310932306,-73.87228957125745
249,West Village,Manhattan,40.73457589628757,-74.00287502314927
250,Westchester Village/Unionport,Bronx,40.83210137235689,-73.84864087551631
251,Westerleigh,Staten Island,40.61688017760985,-74.12534780784381
252,Whitestone,Queens,40.78819313151885,-73.81565687221273
253,Willets Point,Queens,40.76063069299949,-73.84124397042739
254,Williamsbridge/Olinville,Bronx,40.882156652347604,-73.85894862514452
255,Williamsburg (North Side),Brooklyn,40.71880389196212,-73.95741813772918
256,Williamsburg (South Side),Brooklyn,40.710880017563596,-73.95990457422253
257,Windsor Terrace,Brooklyn,40.65361164157177,-73.97798212852373
258,Woodhaven,Queens,40.68872119747495,-73.85576671853391
259,Woodlawn/Wakefield,Bronx,40.89793210648794,-73.85221512421664
260,Woodside,Queens,40.74423361478699,-73.90630719190789
261,World Trade Center,Manhattan,40.709138876288186,-74.01302283778836
262,Yorkville East,Manhattan,40.77593230221761,-73.94651047848446
263,Yorkville West,Manhattan,40.77876573980772,-73.9510100659439
